words	rst	class	segment	rst_code	class_code
marijuana legalization http://www.sacbee.com/news/politics-government/capitol-alert/article105738221.html http://web.archive.org/web/20161005123853/http://www.sacbee.com/news/politics-government/capitol-alert/article105738221.html b8962425324a05a5cc3482bc369d37ea nan Argument_against val marijuana legalization http://www.alternet.org/drugs/6-powerful-reasons-new-york-times-says-end-marijuana-prohibition http://web.archive.org/web/20161115135646/http://www.alternet.org/drugs/6-powerful-reasons-new-york-times-says-end-marijuana-prohibition 0cb1e8aafa275a8c9b623133fe2766b6 nan Argument_for test	elaboration	Argument	1097	9	0
marijuana legalization http://www.huffingtonpost.com/2013/10/24/marijuana-legalization_n_4151423.html http://web.archive.org/web/20160516122914/http://www.huffingtonpost.com:80/2013/10/24/marijuana-legalization_n_4151423.html 6ffa6c493709068d8e02d86edeedb088 He reports that marijuana leads to dependence in around 9-10 percent of adult users . Argument_against train	attribution	Argument	1097	1	0
marijuana legalization http://www.heritage.org/research/reports/2010/09/legalizing-marijuana-why-citizens-should-just-say-no http://web.archive.org/web/20160513004400/http://www.heritage.org:80/research/reports/2010/09/legalizing-marijuana-why-citizens-should-just-say-no e8cec37cad9700769e3cf100608d51d3 nan Argument_against train marijuana legalization http://www.heritage.org/research/reports/2010/09/legalizing-marijuana-why-citizens-should-just-say-no http://web.archive.org/web/20160513004400/http://www.heritage.org:80/research/reports/2010/09/legalizing-marijuana-why-citizens-should-just-say-no 469f06368115e43a0b54b09acb40f1cb nan Argument_against train	elaboration	Argument	1097	9	0
marijuana legalization http://www.heritage.org/research/reports/2010/09/legalizing-marijuana-why-citizens-should-just-say-no http://web.archive.org/web/20160513004400/http://www.heritage.org:80/research/reports/2010/09/legalizing-marijuana-why-citizens-should-just-say-no a72ed22255cad75f17dd7cbef237ccb8 nan NoArgument train marijuana legalization https://en.wikipedia.org/wiki/Arguments_for_and_against_drug_prohibition http://web.archive.org/web/20161112203346/https://en.wikipedia.org/wiki/Arguments_for_and_against_drug_prohibition b1be8a7658933659dd289a6edc4aa508 nan NoArgument train	elaboration	Argument	1097	9	0
marijuana legalization https://en.wikipedia.org/wiki/Arguments_for_and_against_drug_prohibition http://web.archive.org/web/20161112203346/https://en.wikipedia.org/wiki/Arguments_for_and_against_drug_prohibition b1be8a7658933659dd289a6edc4aa508 nan NoArgument train marijuana legalization https://www.bostonglobe.com/news/nation/2016/09/05/colorado-revolt-against-legalized-marijuana/BkUOeZOThisG7ASJ56xmIM/story.html http://web.archive.org/web/20161009012759/https://www.bostonglobe.com/news/nation/2016/09/05/colorado-revolt-against-legalized-marijuana/BkUOeZOThisG7ASJ56xmIM/story.html c939378a2d846ae89c58d44e9bdbbc81 nan Argument_for test	elaboration	Argument	1097	9	0
marijuana legalization https://www.bostonglobe.com/news/nation/2016/09/05/colorado-revolt-against-legalized-marijuana/BkUOeZOThisG7ASJ56xmIM/story.html http://web.archive.org/web/20161009012759/https://www.bostonglobe.com/news/nation/2016/09/05/colorado-revolt-against-legalized-marijuana/BkUOeZOThisG7ASJ56xmIM/story.html c939378a2d846ae89c58d44e9bdbbc81 nan Argument_for test marijuana legalization http://townhall.com/columnists/johnhawkins/2014/01/21/5-reasons-marijuana-should-remain-illegal-n1782086 http://web.archive.org/web/20160517204705/http://townhall.com:80/columnists/johnhawkins/2014/01/21/5-reasons-marijuana-should-remain-illegal-n1782086 88d7cf8ea0fdd75a6ffd35d98d2c5680 How many lives are we willing to flush down the drain	elaboration	Argument	1097	9	0
marijuana legalization http://townhall.com/columnists/johnhawkins/2014/01/21/5-reasons-marijuana-should-remain-illegal-n1782086 http://web.archive.org/web/20160517204705/http://townhall.com:80/columnists/johnhawkins/2014/01/21/5-reasons-marijuana-should-remain-illegal-n1782086 88d7cf8ea0fdd75a6ffd35d98d2c5680 How many lives are we willing to flush down the drain because a significant number of Americans tried pot a handful of times in their lives , got away with it and now feel	explanation	Argument	1097	11	0
because a significant number of Americans tried pot a handful of times in their lives , got away with it and now feel guilty about it ? Argument_against test	elaboration	Argument	1097	9	0
because a significant number of Americans tried pot a handful of times in their lives , got away with it and now feel marijuana legalization http://www.huffingtonpost.com/2013/10/24/marijuana-legalization_n_4151423.html http://web.archive.org/web/20160516122914/http://www.huffingtonpost.com:80/2013/10/24/marijuana-legalization_n_4151423.html 3c05f817cf05c01d10a9c4945acb94c6 The negative stigma of pot use has certainly made it seem like it 's worse ,	elaboration	Argument	1097	9	0
marijuana legalization http://www.huffingtonpost.com/2013/10/24/marijuana-legalization_n_4151423.html http://web.archive.org/web/20160516122914/http://www.huffingtonpost.com:80/2013/10/24/marijuana-legalization_n_4151423.html 3c05f817cf05c01d10a9c4945acb94c6 The negative stigma of pot use has certainly made it seem like it 's worse , since using the drug is still illegal ,	elaboration	Argument	1097	9	0
since using the drug is still illegal , the fact	elaboration	Argument	1097	9	0
the fact that only people who are willing to break the law will smoke has inevitably made it associated with a pothead culture .	elaboration	Argument	1097	9	0
marijuana legalization http://www.economist.com/news/leaders/21692881-argument-legalisation-cannabis-has-been-won-now-difficult-bit-right http://web.archive.org/web/20161204132417/http://www.economist.com/news/leaders/21692881-argument-legalisation-cannabis-has-been-won-now-difficult-bit-right cce8d4271b24b6eed583b69dff78c352 nan NoArgument train marijuana legalization http://www.balancedpolitics.org/marijuana_legalization.htm http://web.archive.org/web/20161018164722/http://balancedpolitics.org/marijuana_legalization.htm d5677ac93fda0495dde2f1c62ee60969 Would you want the government limiting how much coffee you can drink or how much cheesecake you take in ? Argument_for train	attribution	Argument	1097	1	0
marijuana legalization http://www.alternet.org/drugs/6-powerful-reasons-new-york-times-says-end-marijuana-prohibition http://web.archive.org/web/20161115135646/http://www.alternet.org/drugs/6-powerful-reasons-new-york-times-says-end-marijuana-prohibition 0f8a6965267f71880e75914e1693b1d7 nan NoArgument test marijuana legalization http://www.economist.com/news/leaders/21692881-argument-legalisation-cannabis-has-been-won-now-difficult-bit-right http://web.archive.org/web/20161204132417/http://www.economist.com/news/leaders/21692881-argument-legalisation-cannabis-has-been-won-now-difficult-bit-right cce8d4271b24b6eed583b69dff78c352 nan NoArgument train	attribution	Argument	1097	1	0
marijuana legalization https://en.wikipedia.org/wiki/Arguments_for_and_against_drug_prohibition http://web.archive.org/web/20161112203346/https://en.wikipedia.org/wiki/Arguments_for_and_against_drug_prohibition 7bcdab918abcf8295dd2baf9a0eed498 nan Argument_against train marijuana legalization http://www.alternet.org/drugs/6-powerful-reasons-new-york-times-says-end-marijuana-prohibition http://web.archive.org/web/20161115135646/http://www.alternet.org/drugs/6-powerful-reasons-new-york-times-says-end-marijuana-prohibition 0f8a6965267f71880e75914e1693b1d7 nan NoArgument test	attribution	Argument	1097	1	0
marijuana legalization https://en.wikipedia.org/wiki/Arguments_for_and_against_drug_prohibition http://web.archive.org/web/20161112203346/https://en.wikipedia.org/wiki/Arguments_for_and_against_drug_prohibition 79b06df31018be9540b1334d93ea9066 nan Argument_for train marijuana legalization https://en.wikipedia.org/wiki/Arguments_for_and_against_drug_prohibition http://web.archive.org/web/20161112203346/https://en.wikipedia.org/wiki/Arguments_for_and_against_drug_prohibition 7bcdab918abcf8295dd2baf9a0eed498 nan Argument_against train	attribution	Argument	1097	1	0
marijuana legalization http://www.usatoday.com/story/news/politics/2015/11/04/6-reasons-ohio-marijuana-legalization-failed/75143764/ http://web.archive.org/web/20160424013310/http://www.usatoday.com:80/story/news/politics/2015/11/04/6-reasons-ohio-marijuana-legalization-failed/75143764/ e1692bab4361d06e51d1e339992aac6e nan NoArgument train marijuana legalization https://en.wikipedia.org/wiki/Arguments_for_and_against_drug_prohibition http://web.archive.org/web/20161112203346/https://en.wikipedia.org/wiki/Arguments_for_and_against_drug_prohibition 79b06df31018be9540b1334d93ea9066 nan Argument_for train	attribution	Argument	1097	1	0
marijuana legalization http://www.thecannabist.co/2016/09/19/nevada-marijuana-against-legalization/63389/ http://web.archive.org/web/20160920130033/http://www.thecannabist.co/2016/09/19/nevada-marijuana-against-legalization/63389/ 8e2532e35c01585a306184ef8fac5922 nan Argument_against train marijuana legalization http://www.usatoday.com/story/news/politics/2015/11/04/6-reasons-ohio-marijuana-legalization-failed/75143764/ http://web.archive.org/web/20160424013310/http://www.usatoday.com:80/story/news/politics/2015/11/04/6-reasons-ohio-marijuana-legalization-failed/75143764/ e1692bab4361d06e51d1e339992aac6e nan NoArgument train	attribution	Argument	1097	1	0
NoArgument val marijuana legalization http://www.thecannabist.co/2016/09/19/nevada-marijuana-against-legalization/63389/ http://web.archive.org/web/20160920130033/http://www.thecannabist.co/2016/09/19/nevada-marijuana-against-legalization/63389/ 8e2532e35c01585a306184ef8fac5922 nan Argument_against train	attribution	Argument	1097	1	0
